transmission_datetime,post_id,street_block,payment_type,session_start_dt,session_end_dt,meter_event_type,gross_paid_amt
3804395_11_06012017055801,684-05081,TOWNSEND ST 500,CREDIT CARD,2017-06-01T05:58:01.000,2017-06-01T14:00:00.000,NS,6.25
125648672_4_06012017055808,206-00150,06TH ST 0,SMART CARD,2017-06-01T05:58:08.000,2017-06-01T09:00:01.000,NS,7.5
125648671_4_06012017055814,684-00970,TOWNSEND ST 0,CREDIT CARD,2017-06-01T05:58:14.000,2017-06-01T14:00:00.000,NS,3.75
125648675_4_06012017055826,206-00130,06TH ST 0,SMART CARD,2017-06-01T05:58:26.000,2017-06-01T09:00:01.000,NS,7.5
125648673_4_06012017055859,665-01370,STEUART ST 100,CREDIT CARD,2017-06-01T05:58:59.000,2017-06-01T08:00:00.000,AT,1.25
3804431_11_06012017055901,684-05578,TOWNSEND ST 500,CREDIT CARD,2017-06-01T05:59:01.000,2017-06-01T14:00:00.000,NS,6.25
3804700_11_06012017055901,590-00120,OAK ST 0,CASH,2017-06-01T05:59:01.000,2017-06-01T09:27:25.000,NS,0.8
125648674_4_06012017055909,372-04270,CHINA BASIN ST 400,CREDIT CARD,2017-06-01T05:59:09.000,2017-06-01T12:20:00.000,NS,5
125648676_4_06012017055917,845-04070,ILLINOIS ST 400,CREDIT CARD,2017-06-01T05:59:17.000,2017-06-01T14:48:00.000,NS,7.25
125648677_4_06012017055936,339-01220,BERRY ST 100,CREDIT CARD,2017-06-01T05:59:36.000,2017-06-01T14:27:42.000,NS,17
3804396_11_06012017060001,684-05101,TOWNSEND ST 500,CREDIT CARD,2017-06-01T06:00:01.000,2017-06-01T15:00:00.000,NS,7.5
125648678_4_06012017060024,470-05220,HOWARD ST 500,CREDIT CARD,2017-06-01T06:00:24.000,2017-06-01T11:00:00.000,NS,15
125648679_4_06012017060033,206-06210,06TH ST 600,CREDIT CARD,2017-06-01T06:00:33.000,2017-06-01T14:00:00.000,NS,11.25
125648681_4_06012017060050,386-03100,DRUMM ST 300,CREDIT CARD,2017-06-01T06:00:50.000,2017-06-01T10:50:47.000,NS,6
125648680_4_06012017060053,658-02210,SPEAR ST 200,CREDIT CARD,2017-06-01T06:00:53.000,2017-06-01T11:00:00.000,NS,10
125648686_4_06012017060053,202-04310,02ND ST 400,SMART CARD,2017-06-01T06:00:53.000,2017-06-01T13:30:01.000,NS,9
3804312_11_06012017060101,400-00070,EDDY ST 0,CREDIT CARD,2017-06-01T06:01:01.000,2017-06-01T08:00:00.000,NS,3.75
3804313_11_06012017060101,420-00620,FREMONT ST 0,CREDIT CARD,2017-06-01T06:01:01.000,2017-06-01T13:30:18.000,NS,6.18
3804318_11_06012017060101,684-04521,TOWNSEND ST 400,SMART CARD,2017-06-01T06:01:01.000,2017-06-01T15:30:14.000,NS,8.13
3804333_11_06012017060101,893-00610,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:01:01.000,2017-06-01T22:00:00.000,NS,12.25
3804397_11_06012017060101,684-05021,TOWNSEND ST 500,CREDIT CARD,2017-06-01T06:01:01.000,2017-06-01T15:00:00.000,NS,7.5
3804615_11_06012017060101,705-06054,VALLEJO ST 600,CREDIT CARD,2017-06-01T06:01:01.000,2017-06-01T11:00:00.000,NS,0.9
125648687_4_06012017060111,202-04310,02ND ST 400,SMART CARD,2017-06-01T06:01:11.000,2017-06-01T14:07:31.000,NS,2.5
125648683_4_06012017060112,440-34050,GEARY BLVD 3400,CREDIT CARD,2017-06-01T06:01:12.000,2017-06-01T11:00:00.000,NS,4
125648684_4_06012017060122,206-06190,06TH ST 600,CREDIT CARD,2017-06-01T06:01:22.000,2017-06-01T14:06:40.000,NS,11.5
125648685_4_06012017060133,201-00410,01ST ST 0,CREDIT CARD,2017-06-01T06:01:33.000,2017-06-01T08:00:00.000,NS,3.75
3804398_11_06012017060201,684-05051,TOWNSEND ST 500,CREDIT CARD,2017-06-01T06:02:01.000,2017-06-01T15:00:00.000,NS,7.5
125648688_4_06012017060239,869-05080,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:02:39.000,2017-06-01T15:12:00.000,NS,7.75
125648689_4_06012017060259,542-09210,LARKIN ST 900,CREDIT CARD,2017-06-01T06:02:59.000,2017-06-01T11:00:00.000,NS,4.5
125648690_4_06012017060324,339-01660,BERRY ST 100,CREDIT CARD,2017-06-01T06:03:24.000,2017-06-01T12:00:00.000,NS,9
125648693_4_06012017060325,418-06310,FOLSOM ST 600,CASH,2017-06-01T06:03:25.000,2017-06-01T09:10:56.000,NS,0.5
125743174_4_06012017060335,869-05270,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:03:35.000,2017-06-01T15:12:00.000,NS,7.75
125648694_4_06012017060352,418-06310,FOLSOM ST 600,CASH,2017-06-01T06:03:52.000,2017-06-01T09:12:02.000,AT,0.05
3804594_11_06012017060401,446-03120,GROVE ST 300,CREDIT CARD,2017-06-01T06:04:01.000,2017-06-01T11:00:00.000,NS,1
125648697_4_06012017060421,661-00760,STEVENSON ST 0,SMART CARD,2017-06-01T06:04:21.000,2017-06-01T08:00:01.000,NS,3.75
125648699_4_06012017060433,418-06310,FOLSOM ST 600,CASH,2017-06-01T06:04:33.000,2017-06-01T09:19:41.000,AT,0.35
125648700_4_06012017060437,865-02030,STEUART ST 200,CASH,2017-06-01T06:04:37.000,2017-06-01T08:10:49.000,NS,2.95
3804323_11_06012017060501,891-00130,Pier 52 Lot,CREDIT CARD,2017-06-01T06:05:01.000,2017-06-01T15:00:00.000,NS,7.5
3804448_11_06012017060501,684-04105,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:05:01.000,2017-06-01T17:00:00.000,NS,10
3804585_11_06012017060501,568-02399,MISSION ST 200,SMART CARD,2017-06-01T06:05:01.000,2017-06-01T10:00:00.000,NS,1.65
125648695_4_06012017060505,563-01380,MCALLISTER ST 100,CREDIT CARD,2017-06-01T06:05:05.000,2017-06-01T09:00:00.000,NS,6.5
125648696_4_06012017060517,419-07180,FRANKLIN ST 700,CREDIT CARD,2017-06-01T06:05:17.000,2017-06-01T11:00:00.000,NS,1.5
125648698_4_06012017060530,208-06380,08TH ST 600,CREDIT CARD,2017-06-01T06:05:30.000,2017-06-01T11:00:00.000,NS,4.5
125648701_4_06012017060531,585-04450,NORTH POINT ST 400,CASH,2017-06-01T06:05:31.000,2017-06-01T11:00:01.000,NS,1
125669921_4_06012017060601,869-05060,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:06:01.000,2017-06-01T15:12:00.000,NS,7.75
3804314_11_06012017060601,211-00210,11TH ST 0,CREDIT CARD,2017-06-01T06:06:01.000,2017-06-01T16:00:00.000,NS,5.85
125648702_4_06012017060628,324-02210,BATTERY ST 200,CASH,2017-06-01T06:06:28.000,2017-06-01T07:04:01.000,NS,0.25
125648703_4_06012017060653,324-02210,BATTERY ST 200,CASH,2017-06-01T06:06:53.000,2017-06-01T07:12:01.000,AT,0.5
3804328_11_06012017060701,684-04679,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:07:01.000,2017-06-01T14:00:00.000,NS,6.25
3804680_11_06012017060801,869-08190,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:08:01.000,2017-06-01T15:00:00.000,NS,7.5
3804809_11_06012017060801,684-04094,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:08:01.000,2017-06-01T15:00:00.000,NS,7.5
125648704_4_06012017060817,857-17180,MONTGOMERY ST 1700,CREDIT CARD,2017-06-01T06:08:17.000,2017-06-01T14:10:00.000,NS,21.5
3804324_11_06012017060901,561-00373,MAIN ST 0,CREDIT CARD,2017-06-01T06:09:01.000,2017-06-01T10:00:00.000,NS,1.35
3804609_11_06012017060901,701-05060,VAN NESS AVE 500,CREDIT CARD,2017-06-01T06:09:01.000,2017-06-01T11:00:00.000,NS,2
125648706_4_06012017060917,836-00030,FRANCISCO ST 0,CREDIT CARD,2017-06-01T06:09:17.000,2017-06-01T11:10:00.000,NS,12.5
125648705_4_06012017060918,686-08050,TURK ST 800,CREDIT CARD,2017-06-01T06:09:18.000,2017-06-01T14:40:00.000,NS,4.25
125648707_4_06012017060933,561-01300,MAIN ST 100,CREDIT CARD,2017-06-01T06:09:33.000,2017-06-01T11:00:00.000,NS,15
125648709_4_06012017060959,422-01290,FRONT ST 100,SMART CARD,2017-06-01T06:09:59.000,2017-06-01T11:00:01.000,NS,15
3804338_11_06012017061001,701-05260,VAN NESS AVE 500,CREDIT CARD,2017-06-01T06:10:01.000,2017-06-01T10:00:00.000,NS,1.5
125648708_4_06012017061041,701-10270,VAN NESS AVE 1000,CREDIT CARD,2017-06-01T06:10:41.000,2017-06-01T11:00:00.000,NS,4.5
125720286_4_06012017061042,869-05290,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:10:42.000,2017-06-01T15:24:00.000,NS,8
125648713_4_06012017061052,205-05400,05TH ST 500,CASH,2017-06-01T06:10:52.000,2017-06-01T10:04:01.000,NS,3.2
3804750_11_06012017061101,891-00080,Pier 52 Lot,CREDIT CARD,2017-06-01T06:11:01.000,2017-06-01T15:15:21.000,NS,7.82
125648722_4_06012017061102,857-17160,MONTGOMERY ST 1700,CREDIT CARD,2017-06-01T06:11:02.000,2017-06-01T07:05:00.000,NS,0.25
125648711_4_06012017061118,202-05040,02ND ST 500,CREDIT CARD,2017-06-01T06:11:18.000,2017-06-01T14:33:20.000,NS,16
125648710_4_06012017061124,463-01190,HAWTHORNE ST 100,CREDIT CARD,2017-06-01T06:11:24.000,2017-06-01T16:06:40.000,NS,19
125648712_4_06012017061126,330-03350,BRANNAN ST 300,CREDIT CARD,2017-06-01T06:11:26.000,2017-06-01T15:32:19.000,NS,4.25
125648966_4_06012017061133,869-05160,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:11:33.000,2017-06-01T09:12:00.000,NS,0.25
125648714_4_06012017061140,202-03180,02ND ST 300,CREDIT CARD,2017-06-01T06:11:40.000,2017-06-01T14:13:20.000,NS,25
125648716_4_06012017061150,869-05140,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:11:50.000,2017-06-01T09:12:00.000,NS,0.25
125648715_4_06012017061156,606-04030,PINE ST 400,CREDIT CARD,2017-06-01T06:11:56.000,2017-06-01T08:48:00.000,NS,6.75
125648723_4_06012017061157,857-17160,MONTGOMERY ST 1700,CREDIT CARD,2017-06-01T06:11:57.000,2017-06-01T13:35:00.000,AT,19.5
3804751_11_06012017061201,891-00640,Pier 52 Lot,CREDIT CARD,2017-06-01T06:12:01.000,2017-06-01T15:00:00.000,NS,7.5
125648721_4_06012017061214,568-00400,MISSION ST 0,CASH,2017-06-01T06:12:14.000,2017-06-01T08:00:01.000,NS,3.25
125648717_4_06012017061225,607-32190,PIERCE ST 3200,CREDIT CARD,2017-06-01T06:12:25.000,2017-06-01T12:11:07.000,NS,11
125648730_4_06012017061233,869-05140,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:12:33.000,2017-06-01T17:36:00.000,AT,10.5
125648724_4_06012017061246,571-08010,MONTGOMERY ST 800,SMART CARD,2017-06-01T06:12:46.000,2017-06-01T08:13:52.000,NS,4
125648720_4_06012017061259,207-02600,07TH ST 200,CREDIT CARD,2017-06-01T06:12:59.000,2017-06-01T11:00:00.000,NS,6.5
3804386_11_06012017061301,684-04121,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:13:01.000,2017-06-01T15:00:00.000,NS,7.5
3804439_11_06012017061301,684-04744,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:13:01.000,2017-06-01T13:45:07.000,NS,5.94
125648718_4_06012017061309,500-05320,JACKSON ST 500,CREDIT CARD,2017-06-01T06:13:09.000,2017-06-01T08:04:37.000,NS,3.5
125648728_4_06012017061329,571-08040,MONTGOMERY ST 800,SMART CARD,2017-06-01T06:13:29.000,2017-06-01T09:00:01.000,NS,6.5
125648725_4_06012017061331,869-05260,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:13:31.000,2017-06-01T13:00:00.000,NS,5
125663361_4_06012017061331,365-04120,CORTLAND AVE 400,CASH,2017-06-01T06:13:31.000,2017-06-01T09:02:41.000,NS,0.1
125648726_4_06012017061342,831-02380,EMBARCADERO SOUTH 200,CREDIT CARD,2017-06-01T06:13:42.000,2017-06-01T10:42:52.000,NS,13
125648727_4_06012017061403,869-05350,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:14:03.000,2017-06-01T15:00:00.000,NS,7.5
125648732_4_06012017061409,571-08010,MONTGOMERY ST 800,SMART CARD,2017-06-01T06:14:09.000,2017-06-01T09:00:01.000,AT,2.5
125648729_4_06012017061413,464-03050,HAYES ST 300,CREDIT CARD,2017-06-01T06:14:13.000,2017-06-01T13:00:00.000,NS,14
125648731_4_06012017061430,864-04580,SPEAR ST 400,CREDIT CARD,2017-06-01T06:14:30.000,2017-06-01T11:47:09.000,NS,16.75
125648733_4_06012017061455,202-01610,02ND ST 100,CREDIT CARD,2017-06-01T06:14:55.000,2017-06-01T08:00:00.000,NS,3.75
125648736_4_06012017061455,444-05170,GRANT AVE 500,CASH,2017-06-01T06:14:55.000,2017-06-01T07:09:15.000,NS,0.5
3804337_11_06012017061501,418-05230,FOLSOM ST 500,CREDIT CARD,2017-06-01T06:15:01.000,2017-06-01T15:00:00.000,NS,2.7
125648734_4_06012017061506,831-02040,EMBARCADERO SOUTH 200,CREDIT CARD,2017-06-01T06:15:06.000,2017-06-01T12:25:43.000,NS,19
125648735_4_06012017061514,571-08120,MONTGOMERY ST 800,SMART CARD,2017-06-01T06:15:14.000,2017-06-01T09:00:01.000,NS,6.5
125648737_4_06012017061554,324-09030,BATTERY ST 900,CREDIT CARD,2017-06-01T06:15:54.000,2017-06-01T11:00:00.000,NS,4.5
125648739_4_06012017061554,585-05430,NORTH POINT ST 500,CASH,2017-06-01T06:15:54.000,2017-06-01T12:00:01.000,NS,2.25
3804399_11_06012017061601,684-05091,TOWNSEND ST 500,CREDIT CARD,2017-06-01T06:16:01.000,2017-06-01T15:00:00.000,NS,7.5
125648738_4_06012017061609,202-05420,02ND ST 500,CREDIT CARD,2017-06-01T06:16:09.000,2017-06-01T14:23:05.000,NS,3.5
125648740_4_06012017061704,380-01220,DAVIS ST 100,CREDIT CARD,2017-06-01T06:17:04.000,2017-06-01T08:08:00.000,NS,4.25
125648741_4_06012017061717,327-03270,BROADWAY 300,CREDIT CARD,2017-06-01T06:17:17.000,2017-06-01T11:00:00.000,NS,4.5
125648743_4_06012017061717,444-00060,GRANT AVE 0,SMART CARD,2017-06-01T06:17:17.000,2017-06-01T09:00:01.000,NS,7.5
125648742_4_06012017061729,373-02230,CHANNEL ST 200,CREDIT CARD,2017-06-01T06:17:29.000,2017-06-01T13:00:00.000,NS,6
3804343_11_06012017061801,422-02120,FRONT ST 200,CREDIT CARD,2017-06-01T06:18:01.000,2017-06-01T13:30:18.000,NS,6.18
125648745_4_06012017061822,562-06050,MASON ST 600,CREDIT CARD,2017-06-01T06:18:22.000,2017-06-01T09:00:00.000,NS,7.5
125648746_4_06012017061824,373-02050,CHANNEL ST 200,CREDIT CARD,2017-06-01T06:18:24.000,2017-06-01T09:10:00.000,NS,0.25
125648750_4_06012017061824,585-04410,NORTH POINT ST 400,CASH,2017-06-01T06:18:24.000,2017-06-01T12:12:01.000,NS,1.95
125648749_4_06012017061829,562-24270,MASON ST 2400,CASH,2017-06-01T06:18:29.000,2017-06-01T10:48:01.000,NS,0.9
125648747_4_06012017061833,202-02500,02ND ST 200,CREDIT CARD,2017-06-01T06:18:33.000,2017-06-01T11:00:00.000,NS,7
125648748_4_06012017061857,209-00560,09TH ST 0,CREDIT CARD,2017-06-01T06:18:57.000,2017-06-01T07:18:28.000,NS,1
3804344_11_06012017061901,411-02380,FELL ST 200,CREDIT CARD,2017-06-01T06:19:01.000,2017-06-01T13:00:00.000,NS,4.25
3804688_11_06012017061901,443-10180,GOUGH ST 1000,SMART CARD,2017-06-01T06:19:01.000,2017-06-01T13:00:00.000,NS,5
3804869_11_06012017061901,500-04070,JACKSON ST 400,CREDIT CARD,2017-06-01T06:19:01.000,2017-06-01T07:30:00.000,NS,1.25
125648752_4_06012017061948,365-07030,CORTLAND AVE 700,CASH,2017-06-01T06:19:48.000,2017-06-01T09:02:40.000,NS,0.1
125648751_4_06012017061952,686-07240,TURK ST 700,CREDIT CARD,2017-06-01T06:19:52.000,2017-06-01T14:40:00.000,NS,4.25
3804345_11_06012017062101,658-00023,SPEAR ST 0,CREDIT CARD,2017-06-01T06:21:01.000,2017-06-01T16:00:00.000,NS,4.95
3804346_11_06012017062101,340-01333,BLUXOME ST 100,CREDIT CARD,2017-06-01T06:21:01.000,2017-06-01T17:00:00.000,NS,14
125648754_4_06012017062139,470-06230,HOWARD ST 600,SMART CARD,2017-06-01T06:21:39.000,2017-06-01T11:00:01.000,NS,9
3804347_11_06012017062201,525-00308,KAPLAN LN 0,CREDIT CARD,2017-06-01T06:22:01.000,2017-06-01T13:30:24.000,NS,4.88
3804348_11_06012017062201,580-01230,NATOMA ST 100,CREDIT CARD,2017-06-01T06:22:01.000,2017-06-01T18:00:00.000,NS,7.15
3804443_11_06012017062201,684-04117,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:22:01.000,2017-06-01T12:00:00.000,NS,3.75
125648753_4_06012017062230,845-05300,ILLINOIS ST 500,CREDIT CARD,2017-06-01T06:22:30.000,2017-06-01T15:00:00.000,NS,7.5
125648755_4_06012017062239,324-03090,BATTERY ST 300,CREDIT CARD,2017-06-01T06:22:39.000,2017-06-01T08:00:00.000,NS,3.75
125648756_4_06012017062246,686-08130,TURK ST 800,CREDIT CARD,2017-06-01T06:22:46.000,2017-06-01T14:40:00.000,NS,4.25
3804752_11_06012017062301,891-00110,Pier 52 Lot,CREDIT CARD,2017-06-01T06:23:01.000,2017-06-01T14:30:14.000,NS,6.88
125744506_4_06012017062308,869-05040,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:23:08.000,2017-06-01T14:24:00.000,NS,6.75
125648762_4_06012017062332,419-08300,FRANKLIN ST 800,CASH,2017-06-01T06:23:32.000,2017-06-01T11:00:01.000,NS,1.5
125648757_4_06012017062338,681-25310,TAYLOR ST 2500,CREDIT CARD,2017-06-01T06:23:38.000,2017-06-01T16:08:35.000,NS,2.5
125648758_4_06012017062349,844-00040,HOWARD ST 0,CREDIT CARD,2017-06-01T06:23:49.000,2017-06-01T11:38:35.000,NS,16.25
125648759_4_06012017062353,540-15130,LAGUNA ST 1500,CREDIT CARD,2017-06-01T06:23:53.000,2017-06-01T13:55:00.000,NS,11.75
125648775_4_06012017062357,613-06740,PORTOLA DR 600,CASH,2017-06-01T06:23:57.000,2017-06-01T09:04:01.000,NS,0.15
3804349_11_06012017062401,202-00610,02ND ST 0,CREDIT CARD,2017-06-01T06:24:01.000,2017-06-01T15:00:00.000,NS,6
125648776_4_06012017062414,339-03850,BERRY ST 300,SMART CARD,2017-06-01T06:24:14.000,2017-06-01T14:30:01.000,NS,7.25
125648761_4_06012017062421,561-01140,MAIN ST 100,CREDIT CARD,2017-06-01T06:24:21.000,2017-06-01T07:56:00.000,NS,3.5
125648778_4_06012017062441,470-00530,HOWARD ST 0,CASH,2017-06-01T06:24:41.000,2017-06-01T07:22:31.000,NS,1.5
125648770_4_06012017062442,339-03790,BERRY ST 300,CREDIT CARD,2017-06-01T06:24:42.000,2017-06-01T14:30:00.000,NS,7.25
125648771_4_06012017062443,666-02270,SUTTER ST 200,CREDIT CARD,2017-06-01T06:24:43.000,2017-06-01T08:00:00.000,NS,3.75
125648779_4_06012017062536,651-01250,SANSOME ST 100,CREDIT CARD,2017-06-01T06:25:36.000,2017-06-01T11:00:00.000,NS,15
3804350_11_06012017062601,524-02500,KING ST 200,CREDIT CARD,2017-06-01T06:26:01.000,2017-06-01T11:00:00.000,NS,1.3
3804406_11_06012017062601,684-04115,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:26:01.000,2017-06-01T16:00:00.000,NS,8.75
3804831_11_06012017062601,893-00480,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:26:01.000,2017-06-01T22:00:00.000,NS,12.25
125648780_4_06012017062616,845-04140,ILLINOIS ST 400,CREDIT CARD,2017-06-01T06:26:16.000,2017-06-01T13:48:00.000,NS,6
125648781_4_06012017062626,330-05350,BRANNAN ST 500,CREDIT CARD,2017-06-01T06:26:26.000,2017-06-01T14:00:00.000,NS,9
125648794_4_06012017062627,845-05360,ILLINOIS ST 500,CREDIT CARD,2017-06-01T06:26:27.000,2017-06-01T15:00:00.000,NS,7.5
125648782_4_06012017062632,720-00170,WASHINGTON ST 0,CREDIT CARD,2017-06-01T06:26:32.000,2017-06-01T11:00:00.000,NS,13
125648783_4_06012017062639,826-06270,DELANCEY ST 600,CREDIT CARD,2017-06-01T06:26:39.000,2017-06-01T16:00:00.000,NS,18
125648785_4_06012017062645,869-05220,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:26:45.000,2017-06-01T15:12:00.000,NS,7.75
125648789_4_06012017062649,664-16130,STOCKTON ST 1600,SMART CARD,2017-06-01T06:26:49.000,2017-06-01T11:00:01.000,NS,4.5
125648784_4_06012017062659,686-07230,TURK ST 700,CREDIT CARD,2017-06-01T06:26:59.000,2017-06-01T11:40:00.000,NS,2
3804753_11_06012017062701,891-00390,Pier 52 Lot,CREDIT CARD,2017-06-01T06:27:01.000,2017-06-01T15:15:21.000,NS,7.82
3804858_11_06012017062701,500-03320,JACKSON ST 300,CREDIT CARD,2017-06-01T06:27:01.000,2017-06-01T11:00:00.000,NS,9
125648791_4_06012017062718,330-08380,BRANNAN ST 800,CASH,2017-06-01T06:27:18.000,2017-06-01T09:18:41.000,NS,0.7
125648792_4_06012017062724,651-10310,SANSOME ST 1000,SMART CARD,2017-06-01T06:27:24.000,2017-06-01T18:00:01.000,NS,4.05
125648787_4_06012017062732,336-07350,BUSH ST 700,CREDIT CARD,2017-06-01T06:27:32.000,2017-06-01T08:12:00.000,NS,4.5
125648786_4_06012017062739,821-05450,BEALE ST 500,CREDIT CARD,2017-06-01T06:27:39.000,2017-06-01T15:45:00.000,NS,17.5
125648788_4_06012017062739,359-03200,CLAY ST 300,CREDIT CARD,2017-06-01T06:27:39.000,2017-06-01T07:27:42.000,NS,1.5
3804635_11_06012017062801,869-08490,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:28:01.000,2017-06-01T15:45:07.000,NS,8.44
125648790_4_06012017062810,821-05390,BEALE ST 500,CREDIT CARD,2017-06-01T06:28:10.000,2017-06-01T15:45:00.000,NS,17.5
125648793_4_06012017062815,691-06420,UNION ST 600,SMART CARD,2017-06-01T06:28:15.000,2017-06-01T11:00:01.000,NS,4.5
125649123_4_06012017062909,821-05370,BEALE ST 500,CREDIT CARD,2017-06-01T06:29:09.000,2017-06-01T15:52:30.000,NS,17.75
125648795_4_06012017062927,651-07240,SANSOME ST 700,CREDIT CARD,2017-06-01T06:29:27.000,2017-06-01T09:00:00.000,NS,6.5
125648800_4_06012017062937,606-04320,PINE ST 400,SMART CARD,2017-06-01T06:29:37.000,2017-06-01T07:24:01.000,NS,1.5
125648797_4_06012017062943,570-01060,MINNA ST 100,CREDIT CARD,2017-06-01T06:29:43.000,2017-06-01T09:00:00.000,NS,7.5
125648802_4_06012017062949,580-01050,NATOMA ST 100,SMART CARD,2017-06-01T06:29:49.000,2017-06-01T07:30:01.000,NS,1.5
125648801_4_06012017062957,606-04300,PINE ST 400,SMART CARD,2017-06-01T06:29:57.000,2017-06-01T07:20:01.000,NS,1.25
125648796_4_06012017062958,415-23050,FILLMORE ST 2300,CREDIT CARD,2017-06-01T06:29:58.000,2017-06-01T13:32:19.000,NS,15.5
3804832_11_06012017063001,893-00500,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:30:01.000,2017-06-01T22:00:00.000,NS,12.25
125648799_4_06012017063012,568-24200,MISSION ST 2400,CREDIT CARD,2017-06-01T06:30:12.000,2017-06-01T12:38:11.000,NS,10
125648805_4_06012017063045,373-02270,CHANNEL ST 200,CREDIT CARD,2017-06-01T06:30:45.000,2017-06-01T13:00:00.000,NS,6
125648806_4_06012017063047,573-00410,MYRTLE ST 0,CASH,2017-06-01T06:30:47.000,2017-06-01T10:18:41.000,NS,2.95
125648803_4_06012017063058,470-00740,HOWARD ST 0,CREDIT CARD,2017-06-01T06:30:58.000,2017-06-01T10:00:00.000,NS,12
3804357_11_06012017063101,340-01093,BLUXOME ST 100,CREDIT CARD,2017-06-01T06:31:01.000,2017-06-01T15:45:15.000,NS,11.82
3804536_11_06012017063101,720-05380,WASHINGTON ST 500,CASH,2017-06-01T06:31:01.000,2017-06-01T16:17:08.000,NS,3.25
125648804_4_06012017063128,330-09440,BRANNAN ST 900,CREDIT CARD,2017-06-01T06:31:28.000,2017-06-01T11:00:00.000,NS,4.5
3804599_11_06012017063200,891-00670,Pier 52 Lot,CREDIT CARD,2017-06-01T06:32:00.000,2017-06-02T06:32:00.000,AT,3.93
3804356_11_06012017063201,324-05050,BATTERY ST 500,CREDIT CARD,2017-06-01T06:32:01.000,2017-06-01T12:00:00.000,NS,2.25
3804358_11_06012017063201,420-00660,FREMONT ST 0,SMART CARD,2017-06-01T06:32:01.000,2017-06-01T15:40:25.000,NS,8.24
3804541_11_06012017063201,561-00317,MAIN ST 0,CREDIT CARD,2017-06-01T06:32:01.000,2017-06-01T17:00:00.000,NS,4.5
3804685_11_06012017063201,893-00690,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:32:01.000,2017-06-01T22:00:00.000,NS,12.25
3804890_11_06012017063201,500-04180,JACKSON ST 400,CREDIT CARD,2017-06-01T06:32:01.000,2017-06-01T11:00:00.000,NS,10
125648808_4_06012017063206,865-02080,STEUART ST 200,CASH,2017-06-01T06:32:06.000,2017-06-01T08:45:37.000,NS,4.4
125648807_4_06012017063219,818-01340,BRANNAN ST 100,CREDIT CARD,2017-06-01T06:32:19.000,2017-06-01T08:52:30.000,NS,3.75
3804892_11_06012017063301,500-04200,JACKSON ST 400,CREDIT CARD,2017-06-01T06:33:01.000,2017-06-01T11:00:00.000,NS,10
125648809_4_06012017063347,686-08090,TURK ST 800,CREDIT CARD,2017-06-01T06:33:47.000,2017-06-01T16:00:00.000,NS,5.25
125648810_4_06012017063352,208-06630,08TH ST 600,CREDIT CARD,2017-06-01T06:33:52.000,2017-06-01T15:06:40.000,NS,2.75
125648811_4_06012017063401,650-03130,SACRAMENTO ST 300,CREDIT CARD,2017-06-01T06:34:01.000,2017-06-01T08:00:00.000,NS,3.75
3804365_11_06012017063401,420-00640,FREMONT ST 0,CREDIT CARD,2017-06-01T06:34:01.000,2017-06-01T18:00:00.000,NS,10.45
3804636_11_06012017063401,869-08430,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:34:01.000,2017-06-01T13:30:14.000,NS,5.63
125648816_4_06012017063414,350-05280,CALIFORNIA ST 500,SMART CARD,2017-06-01T06:34:14.000,2017-06-01T07:20:01.000,NS,1.25
125648812_4_06012017063417,684-01210,TOWNSEND ST 100,CREDIT CARD,2017-06-01T06:34:17.000,2017-06-01T19:00:00.000,NS,23
125648813_4_06012017063418,464-05310,HAYES ST 500,CREDIT CARD,2017-06-01T06:34:18.000,2017-06-01T13:00:00.000,NS,13.75
125648814_4_06012017063425,568-11460,MISSION ST 1100,CREDIT CARD,2017-06-01T06:34:25.000,2017-06-01T09:00:00.000,NS,6.5
